dataset_name,instances_no,missing_count_in_target,sampling_rate,stationary_no,non_stationary_no,first_diff_stationary_no,second_diff_stationary_no,target_skewness,target_kurtosis,lags_no,insignificant_lags_no,seasonality_components_no,fractal_dim,series_type,trend_type,pacf_01,pacf_02,pacf_03,pacf_04,pacf_05,pacf_06,pacf_07,pacf_08,pacf_09,pacf_10,percentile_0_min,percentile_0_max,percentile_0_mean,percentile_0_median,percentile_0_std,percentile_1_min,percentile_1_max,percentile_1_mean,percentile_1_median,percentile_1_std,percentile_2_min,percentile_2_max,percentile_2_mean,percentile_2_median,percentile_2_std,percentile_3_min,percentile_3_max,percentile_3_mean,percentile_3_median,percentile_3_std,percentile_4_min,percentile_4_max,percentile_4_mean,percentile_4_median,percentile_4_std,percentile_5_min,percentile_5_max,percentile_5_mean,percentile_5_median,percentile_5_std,percentile_6_min,percentile_6_max,percentile_6_mean,percentile_6_median,percentile_6_std,percentile_7_min,percentile_7_max,percentile_7_mean,percentile_7_median,percentile_7_std,percentile_8_min,percentile_8_max,percentile_8_mean,percentile_8_median,percentile_8_std,percentile_9_min,percentile_9_max,percentile_9_mean,percentile_9_median,percentile_9_std
34.csv,1096,54,480,0,1,1,0,1.579658171,1.579658171,6,1,0,-0.708680467,multiplicative,logistic,0.76871108,0.300432232,0.14957684,-0.038879426,-0.157005043,-0.167780489,-0.036653938,-0.021844931,-0.014342656,0.203689157,0.005317589,0.766033752,0.122535519,0.112760744,0.075125812,0.01971595,0.702483123,0.155118549,0.14560744,0.089030369,0.039252441,0.811692926,0.153319225,0.130230493,0.109406087,0,0.612879697,0.112057786,0.110262633,0.065907791,0.006941461,0.741179735,0.119745137,0.105705302,0.093526564,0.02847494,0.861497863,0.240815628,0.24167646,0.141036564,0.069028492,0.564748478,0.241358977,0.244827042,0.108406568,0.040841274,0.754939483,0.347695931,0.315358289,0.191797635,0.086992006,0.884764156,0.480381324,0.466294678,0.254755771,0.043685953,1,0.499722305,0.503506648,0.282147257
35.csv,1096,54,480,0,1,1,0,1.560779756,1.560779756,22,3,0,-0.664461147,multiplicative,logistic,0.781076264,0.305577124,0.069112184,-0.098192484,-0.154025751,-0.138295389,0.021525101,-0.059478913,-0.041853856,0.171167232,0.050079378,0.655694796,0.139075843,0.134153463,0.075984575,0.046619709,0.799235102,0.175493348,0.151166721,0.116363462,0.026926744,0.72964001,0.17819399,0.154676157,0.119827578,0.015634531,0.915420815,0.142695641,0.125465032,0.122460887,0.037498869,0.859391079,0.135557563,0.125726615,0.08769011,0,0.673918703,0.235942624,0.232022881,0.106446455,0.03294305,0.702243202,0.265976429,0.266029511,0.116207757,0.037625648,0.805598779,0.350660143,0.318855106,0.189745003,0.053778605,0.905992735,0.481010154,0.481911661,0.258367884,0.07277619,1,0.531079146,0.527377921,0.286348837
36.csv,8641,432,10,1,0,0,0,0.852186759,0.852186759,18,3,1,-0.983725933,multiplicative,linear,0.840330278,0.46250969,0.31882907,0.231607132,0.1810066,0.15116004,0.112957925,0.106297109,0.075359618,0.07722064,0.05898173,0.974885119,0.537564229,0.569532591,0.266297718,0,0.996466903,0.556220255,0.540620112,0.267420418,0.13395689,0.967108487,0.545520929,0.488799149,0.266147818,0.13717169,0.976711737,0.555332922,0.487809513,0.202088566,0.12492679,0.951891025,0.600214352,0.56588609,0.165897329,0.103059859,0.975609066,0.674722725,0.647120182,0.153637595,0.11588987,0.984333228,0.742195149,0.754944849,0.124002523,0.138728005,0.978388044,0.785777279,0.794584361,0.096362955,0.130684266,1,0.808346098,0.828797359,0.112157586,0.112823313,0.987936072,0.844329673,0.858145229,0.097055188
37.csv,12961,648,10,1,0,0,0,0.84882315,0.84882315,24,3,1,-0.978280278,multiplicative,linear,0.833255161,0.452165601,0.303407758,0.234902786,0.182865541,0.135919571,0.11464686,0.099802015,0.087354912,0.074878774,0,0.971638589,0.499227475,0.495274365,0.24949018,0.133559021,0.95005826,0.593942113,0.681431017,0.251250492,0.165250957,0.953488755,0.542787383,0.556848604,0.208905767,0.139433561,0.987380112,0.57260473,0.527648019,0.187349801,0.138763289,0.977956024,0.68599236,0.729348168,0.163031081,0.144142613,0.956915405,0.700837643,0.711916529,0.142512816,0.153953112,0.975877635,0.699310314,0.667086418,0.125968834,0.137599856,0.987838431,0.76660773,0.773991224,0.106583823,0.13548968,1,0.812751645,0.828453377,0.102137558,0.14664774,0.990737671,0.83484309,0.852079944,0.106345668
38.csv,61,3,1440,0,1,1,0,0.805190883,0.805190883,11,1,1,-0.600667863,multiplicative,logistic,0.565286973,-0.386706045,-0.393102517,0.25404854,0.432619229,0.508209386,0.312357113,0.439912879,-0.571148553,-0.177266922,0,0.905971645,0.447317427,0.453261022,0.366152653,0.205045109,1,0.591146241,0.598908282,0.307967611,0.212721471,0.945475822,0.614866033,0.651426974,0.279409997,0.261195338,0.956750238,0.599782924,0.59978133,0.298629883,0.413153044,0.931672759,0.679448097,0.654690282,0.209337267,0.498669432,0.850649349,0.622834136,0.577710134,0.133420632,0.614763043,0.976181188,0.780657688,0.720675301,0.173454288,0.715017246,0.975569224,0.832421237,0.820677296,0.103293278,0.632546079,0.957736815,0.831411155,0.845559512,0.110544405,0.438033028,0.944975626,0.794352407,0.844399468,0.205973775
39.csv,43201,2160,10,1,0,0,0,1.391555688,1.391555688,29,2,4,-0.988799225,multiplicative,linear,0.792939519,0.433767357,0.297717917,0.230840467,0.183640503,0.148893006,0.128899264,0.10619126,0.102661173,0.078736183,0,0.950990949,0.472160316,0.469338746,0.259379652,0.077750237,0.949358463,0.527627249,0.517471672,0.242277969,0.096916551,0.958516687,0.541887095,0.545071004,0.20973469,0.084636823,1,0.798933479,0.8433983,0.155212624,0.089248146,0.999305792,0.830561054,0.847516302,0.104981419,0.10598228,0.978689443,0.829881409,0.845342108,0.103224877,0.089274627,0.984894653,0.719196618,0.732598387,0.126288262,0.084072845,0.969038212,0.736264729,0.745051462,0.111134328,0.088162194,0.952119475,0.77407029,0.789269957,0.107883793,0.097955172,0.960819278,0.796902492,0.812613529,0.100602345
40.csv,1096,54,480,0,1,1,0,1.309983897,1.309983897,18,4,3,-0.622051059,multiplicative,logistic,0.761692367,0.32160775,0.077016742,-0.163284156,-0.168667122,-0.105180204,-0.077392964,-0.024140479,-0.021313655,0.199393653,0,0.972050272,0.454496283,0.459846958,0.296804859,0.059106071,0.943105264,0.537785883,0.523872966,0.278371382,0.154775212,0.977659777,0.680590735,0.817741173,0.267650369,0.539686288,1,0.894734814,0.88967185,0.057135452,0.051273953,0.985025788,0.870240304,0.887685821,0.12132059,0.344546573,0.95402161,0.692629098,0.698026572,0.147908181,0.120160795,0.985144117,0.71234633,0.721777742,0.156202901,0.198047758,0.964684577,0.72090186,0.722534179,0.13601439,0.168507889,0.963637378,0.75778159,0.757860801,0.12489184,0.057898853,0.954171249,0.820115624,0.844772339,0.138617802
41.csv,811,40,480,0,1,1,0,1.436351559,1.436351559,7,0,5,-0.690385479,multiplicative,logistic,0.731645605,0.318771082,0.153508947,-0.090655595,-0.144587346,-0.105123921,-0.059655094,-0.037036378,-0.053996711,0.171715745,0.072751173,0.930726989,0.181288472,0.16319546,0.12911847,0.079126287,0.721964628,0.213179349,0.200272487,0.094358882,0.063030984,0.800508354,0.262143787,0.251931723,0.124131478,0,0.839167963,0.214593592,0.170195041,0.132087356,0.022242956,0.821895691,0.181320909,0.152645121,0.141500207,0.010303838,0.959747533,0.155576676,0.137252111,0.127620897,0.026719395,0.748119982,0.21202092,0.151083579,0.173658464,0.088484223,0.904363789,0.444002679,0.451197235,0.233646767,0.087497392,0.872455345,0.489907448,0.500661307,0.250951374,0.107720673,1,0.539691609,0.536860528,0.285087829
42.csv,1096,54,480,0,1,1,0,1.274586462,1.274586462,21,4,3,-0.659795929,multiplicative,logistic,0.709858265,0.349147666,0.138089728,-0.152713599,-0.10836214,-0.175805086,-0.050771972,-0.011192795,-0.076107003,0.197558156,0,0.903238133,0.457484313,0.460359542,0.286986267,0.055298535,0.910048482,0.515466158,0.499820611,0.262977151,0.165139295,0.9482275,0.682260163,0.820997052,0.253477261,0.184009875,1,0.859229522,0.874458389,0.119046328,0.056435597,0.964785288,0.84552772,0.868924096,0.117840972,0.124732219,0.957443796,0.67008878,0.667792534,0.162147463,0.078071009,0.954703997,0.710769027,0.723938143,0.144621168,0.201503238,0.924666729,0.712877888,0.729104706,0.14024141,0.128492005,0.92152158,0.726052922,0.72418123,0.12251018,0.128374446,0.98534334,0.801608624,0.826535471,0.138374147
43.csv,361,18,360,0,1,1,0,0.790295892,0.790295892,7,1,1,-0.605933134,multiplicative,logistic,0.787862795,0.300535287,0.182746243,-0.100005795,-0.27533261,-0.176318133,-0.121943077,-0.099204014,-0.021742982,0.076505681,0,1,0.478241522,0.453782102,0.306694341,0.053633832,0.902274668,0.55103171,0.519902412,0.279577052,0.074356067,0.878065147,0.484884773,0.521274611,0.233813092,0.247423622,0.886095789,0.545157158,0.492257594,0.207114856,0.394745075,0.967020315,0.69302859,0.739315446,0.189048437,0.372318801,0.898362599,0.666048014,0.68848755,0.154131025,0.536531541,0.895546304,0.699498663,0.655273763,0.118398463,0.219389772,0.949799746,0.767041004,0.776405971,0.132105972,0.582157623,0.943472201,0.824137683,0.82468791,0.079200207,0.070210914,0.975799999,0.823893049,0.867011315,0.184026149
44.csv,91,4,1440,0,1,1,0,0.986296098,0.986296098,12,2,1,-0.573457099,multiplicative,logistic,0.702686459,-0.251786608,-0.226533221,0.300483605,0.372284947,0.647096735,0.423933944,0.132536684,-0.054943925,-0.370099074,0.016126358,0.184056245,0.087260945,0.079683846,0.051072468,0.039502929,0.204158658,0.114062802,0.121868263,0.059803628,0.056140387,0.387071789,0.203580269,0.197905555,0.112146158,0.075603105,0.425573614,0.244065416,0.219249145,0.113414821,0,0.514949021,0.249165274,0.181023383,0.180929829,0.080557451,0.598536302,0.366433061,0.378841527,0.198796607,0.126509842,0.673505045,0.410695856,0.442863672,0.227380897,0.030299909,0.823239138,0.45937477,0.426279259,0.306527104,0.095377013,0.852894259,0.40781293,0.35442709,0.278719333,0.107643283,1,0.742860152,0.858414944,0.321796198
45.csv,14401,720,30,1,0,0,0,2.015324175,2.015324175,20,1,5,-0.978432954,multiplicative,linear,0.674077462,0.395801429,0.279475305,0.20272146,0.172524624,0.140143719,0.111916755,0.102753162,0.097053171,0.079961446,0.038260159,0.868183028,0.163516956,0.150924031,0.087573285,0.026420763,0.895275067,0.185747581,0.170833668,0.104284891,0.045300346,0.87944254,0.202560549,0.193097555,0.094274684,0,0.868381769,0.164491739,0.145866422,0.101342186,0.014619742,0.895878914,0.158921712,0.140864454,0.108021387,0.00948616,0.881798457,0.155433718,0.139550136,0.099799157,0.039722727,0.889313837,0.263069197,0.251409638,0.125539513,0.058325259,0.891962399,0.293365583,0.284219346,0.120964997,0.041994307,0.894413521,0.303397184,0.297263646,0.132971937,0.033458337,1,0.47851607,0.476739181,0.243530253
46.csv,211,10,1440,0,1,1,0,2.098472739,2.098472739,2,0,2,-0.673947673,multiplicative,logistic,0.583856413,-0.105746416,-0.030338757,0.0296854,0.296953098,0.395871517,0.235990829,-0.122577974,-0.057511496,-0.091435423,0.034201628,0.892539056,0.215159745,0.150606062,0.21146371,0.042215927,0.283610402,0.17946768,0.172565462,0.062943709,0.012787721,0.906332542,0.253727977,0.230947804,0.19888431,0.072290659,0.487313031,0.265332528,0.248471824,0.134359251,0.007844406,0.510503957,0.175802039,0.128223533,0.137453417,0.061129322,0.186554818,0.12119492,0.119816716,0.036950175,0.057548791,0.771784674,0.159724334,0.108689958,0.163960108,0,0.237216475,0.113156647,0.118727172,0.054010634,0.039563866,0.910586757,0.25409007,0.132898655,0.275921858,0.115083846,1,0.506396559,0.45090052,0.316293348
47.csv,1096,54,480,0,1,1,0,1.315752396,1.315752396,19,3,3,-0.665372708,multiplicative,logistic,0.701496716,0.328726666,0.160428365,-0.10422241,-0.189328869,-0.118748136,-0.061163989,-0.02495803,-0.005028024,0.117541893,0,0.919013901,0.47138872,0.466519911,0.280423297,0.084409454,0.936541195,0.52392784,0.519262084,0.266260235,0.10908162,0.989100249,0.66992286,0.808827921,0.260649376,0.083157629,0.991535468,0.857753943,0.869992718,0.108881293,0.086729042,1,0.854528856,0.869756294,0.099854181,0.062132728,0.952402026,0.672687785,0.678153893,0.169653976,0.175970859,0.923569782,0.703930789,0.722032605,0.145043581,0.471459091,0.971235594,0.715534264,0.715610059,0.124282504,0.372471906,0.965218907,0.730613945,0.733036546,0.106406078,0.07619213,0.940578719,0.819428769,0.834995293,0.115464949
48.csv,25921,1296,10,1,0,0,0,1.587682154,1.587682154,30,1,1,-0.990849369,multiplicative,linear,0.751152982,0.425585709,0.2932838,0.229387134,0.185925553,0.154757726,0.133531793,0.10286557,0.096884156,0.080928457,0.034573594,0.888784064,0.20777405,0.190869874,0.104690898,0.0572756,0.89401078,0.29221952,0.285142901,0.112290987,0.055012772,0.889636004,0.331293766,0.314503064,0.146655172,0.062344875,0.894532279,0.444643754,0.482729219,0.184115977,0.060048908,0.92740579,0.477286698,0.487124113,0.240175487,0.028540032,1,0.241217598,0.165924305,0.215247413,0.017296764,0.886362854,0.170902277,0.157444435,0.092709425,0.023581853,0.890122937,0.173778651,0.157724279,0.099906903,0,0.888467727,0.169516021,0.156293572,0.093947769,0.02687626,0.893567426,0.172217866,0.157261765,0.095983056
49.csv,12961,648,10,0,1,1,0,0.016922209,0.016922209,24,2,2,-0.972402251,additive,logistic,0.867624864,0.456356208,0.308517842,0.228292446,0.194875116,0.14869255,0.1160651,0.120972764,0.091446925,0.058962682,0,0.902313862,0.300561219,0.293717889,0.146792889,0.049068967,0.902470863,0.307603209,0.277896827,0.138093032,0.109931004,0.914385549,0.401529257,0.397706062,0.125102417,0.147024414,0.918927082,0.462091819,0.487852111,0.13094788,0.11249792,0.910711219,0.459144201,0.425947884,0.131327292,0.122270556,0.908026031,0.516054802,0.514950689,0.116138516,0.119129676,0.897112314,0.609091211,0.641163483,0.130030772,0.134035465,0.91952406,0.625377842,0.630656807,0.127387727,0.10493603,0.944182539,0.64405041,0.619909893,0.131473935,0.135679926,1,0.736057869,0.737999339,0.129009325
50.csv,366,18,1440,0,1,1,0,0.19745158,0.19745158,9,0,3,-0.71945738,multiplicative,logistic,0.910986393,0.396599386,0.217898116,0.215502111,0.267403789,0.320067893,0.219402362,0.196177088,0.096308792,-0.002214066,0,0.254834684,0.137020602,0.142081152,0.052858664,0.08590545,0.296280855,0.209044964,0.22396084,0.062083858,0.102135045,0.595333645,0.268930898,0.266838644,0.082413908,0.20638131,0.477463498,0.319248311,0.318924129,0.063955719,0.155450457,0.666191529,0.367401513,0.358805945,0.089545608,0.381366497,0.611487921,0.507483082,0.509981142,0.056604727,0.197129129,0.845432863,0.574756988,0.576467893,0.100289827,0.401533572,0.835043985,0.689858989,0.682735846,0.086435085,0.081908429,0.913248755,0.771792036,0.793522679,0.128662603,0.615610753,1,0.856570642,0.866227421,0.071066795
51.csv,14401,720,30,0,1,1,0,0.32957076,0.32957076,29,2,2,-0.985340367,multiplicative,logistic,0.878363843,0.470208893,0.303598125,0.253188629,0.19041874,0.154657944,0.140692377,0.121179779,0.095928184,0.083266477,0,0.894236505,0.185166777,0.170268433,0.117479413,0.05510848,0.86411004,0.237770238,0.230795202,0.089962016,0.077612156,0.889106024,0.301767451,0.295924348,0.081055227,0.08367299,0.870571136,0.306698261,0.305800462,0.080699941,0.109971908,0.895463158,0.360775269,0.356802079,0.077905583,0.077286539,0.878968924,0.424424845,0.421108354,0.07454146,0.078149057,0.889101948,0.540862378,0.533192752,0.083520884,0.07944258,0.881036936,0.605525719,0.611338027,0.082770601,0.078586152,0.872181983,0.667801026,0.671513167,0.082437673,0.097973112,1,0.787538591,0.790996058,0.100588293
52.csv,12961,648,10,0,1,1,0,0.026185354,0.026185354,20,0,2,-0.974112043,additive,logistic,0.871098659,0.459470994,0.307240789,0.237388252,0.196611779,0.15947052,0.122573949,0.113828591,0.079921874,0.063951091,0,0.931470014,0.289821373,0.286075959,0.141678861,0.060702682,0.914728191,0.308073281,0.278293101,0.145257728,0.143618703,0.92122938,0.399506828,0.399051866,0.119972459,0.122787519,0.926520967,0.464638222,0.489523181,0.132995075,0.120538964,0.92235951,0.46035129,0.427765561,0.133062612,0.100708324,0.927195757,0.519542098,0.51677424,0.121709628,0.11842488,0.898168185,0.611971652,0.646421635,0.134656762,0.111084698,0.924822232,0.631329769,0.635513375,0.132176478,0.12227791,0.917064665,0.645523396,0.622098036,0.13511803,0.106295428,1,0.742432682,0.748625766,0.132322599
53.csv,181,9,1440,0,1,1,0,0.07303864,0.07303864,12,4,2,-0.5257486,additive,logistic,0.765157579,-0.053083282,-0.03860828,0.236809172,0.506893301,0.416143925,0.303953111,0.150156095,-0.008905159,-0.147464394,0,0.325854946,0.15792093,0.155714541,0.093096609,0.11298073,0.671100303,0.296581815,0.281455249,0.126770721,0.170610896,0.690539074,0.33818085,0.33887499,0.136056647,0.229038275,0.88177011,0.428419544,0.401703083,0.149182898,0.155162515,0.668313974,0.452737786,0.465063502,0.141104358,0.037661781,0.739209429,0.418527274,0.404807796,0.160155376,0.367772584,0.654942072,0.52512578,0.536494678,0.098053063,0.423315905,0.761819649,0.573275879,0.562744366,0.105325454,0.517332544,0.817814681,0.663771504,0.664533624,0.094583955,0.089110027,1,0.716176422,0.746865646,0.202248882
54.csv,47521,2376,10,0,1,1,0,0.296307397,0.296307397,31,0,1,-0.991845494,multiplicative,logistic,0.889455377,0.471148518,0.309392912,0.236971173,0.190637767,0.16555617,0.142294792,0.114817,0.103522712,0.100654244,0,0.89618475,0.219178918,0.208558343,0.099569552,0.115505923,0.897724731,0.279850235,0.272367624,0.084813526,0.126649275,0.897904929,0.328770794,0.325548552,0.080487407,0.137093513,0.893388549,0.341279952,0.335691789,0.078866685,0.127156888,0.896251192,0.400080515,0.39487191,0.071987561,0.126461605,0.897354956,0.48574249,0.482659571,0.072980127,0.1338584,0.895703387,0.571263161,0.573474216,0.068380549,0.12446724,0.897298462,0.62590411,0.628775923,0.071412841,0.131790079,0.92660444,0.725346349,0.731156804,0.091585662,0.124979897,1,0.803410054,0.811129092,0.092468689
55.csv,211,10,1440,0,1,1,0,0.35291091,0.35291091,10,5,1,-0.599525356,multiplicative,logistic,0.855760136,0.100684349,0.019072482,0.346072943,0.418985042,0.50975404,0.384809727,0.099036804,0.020885294,0.294942924,0,0.367356224,0.163538146,0.128490726,0.101840121,0.09230986,0.36819542,0.238327237,0.216128277,0.095626677,0.144235068,0.52556871,0.312539002,0.293472635,0.099166924,0.260768682,0.526897606,0.38681024,0.373582686,0.08216302,0.253004845,0.584702608,0.409227255,0.428390152,0.097770491,0.288775579,0.89744732,0.45563762,0.452126288,0.135092226,0.227615992,0.665894442,0.502160443,0.509825392,0.104830643,0.4493758,0.742213229,0.589049079,0.594189676,0.085200184,0.524533143,0.870140162,0.684893086,0.698260919,0.094293407,0.308241634,1,0.794707587,0.838210085,0.171403076
56.csv,8641,432,10,0,1,1,0,0.006047631,0.006047631,19,3,1,-0.971165756,multiplicative,logistic,0.863274119,0.463143938,0.302483468,0.22743331,0.182639267,0.133437921,0.117547923,0.112040308,0.091389918,0.079123978,0,0.902638498,0.275639829,0.282145338,0.160175052,0.038365591,0.896736199,0.324830961,0.344397005,0.158363761,0.083380036,0.905538204,0.392403817,0.399557444,0.165926666,0.084615734,0.735366788,0.457580606,0.429420356,0.147104091,0.079636241,0.884268074,0.510996301,0.473844638,0.149835672,0.082619803,0.898742654,0.536732324,0.52590333,0.179704745,0.087766791,0.899791551,0.547185107,0.549297047,0.174683107,0.148029635,0.88025543,0.567964013,0.506811278,0.149765036,0.095461046,0.975805566,0.617093508,0.562763444,0.156158825,0.088972145,1,0.682360605,0.622832882,0.174315629
57.csv,331,16,1440,0,1,1,0,0.287381951,0.287381951,8,1,1,-0.665288564,multiplicative,logistic,0.874784596,0.326684611,0.328084171,0.086430973,0.274141916,0.254739406,0.311585616,0.161289276,0.077224303,-0.063978648,0,0.261037639,0.166756912,0.142924729,0.067600027,0.105296789,0.349772664,0.241785083,0.247308718,0.060859605,0.220333974,0.413412147,0.307734788,0.301076591,0.054833916,0.187750799,0.875454176,0.341577529,0.341730226,0.11612446,0.287627442,0.485689428,0.395847289,0.38800389,0.052420633,0.408952184,0.955763542,0.546471114,0.508831393,0.133543562,0.231061927,0.754637394,0.594933667,0.599985049,0.109901499,0.594535381,0.776447363,0.687377964,0.6948182,0.055288565,0.664365347,0.987820605,0.810128762,0.810903806,0.072121911,0.115919074,1,0.855835623,0.9053812,0.191673826
